recordID,Images,renamedImages,newName,isSpecial,A1,A2,A3,A4,B1,B2,B3,B4,C1,C2,C3,C4,D1,D2,D3,D4,Frame Colour,Frame Surface,Frame Material,Outside different ?,Frame Colour outside,Frame Surface outside,Frame Material outside,Glazing Type,Size Horizontal [m],Size Vertical [m],Frame Depth [cm]
1,"2024-02-12 22.26.13.jpg (https://v5.airtableusercontent.com/v3/u/26/26/1709488800000/ynVm653quVWzDP6yZnyrkQ/7b6E_HDiYEc4aQk_dP_wWgORdO2HTTCgOzR0olk_NpBAs5nhupoFQ1ZGit6TGqxXfdIs0FRHGJ62YxAootbu06ubQbqSDk8WKpChE1scyHAdp3LGMiDRau6sLPJekoHenqw4sQTRLsyiWksIQ-aU0dHcA5Grcvx5pVNWnkOTeOs/jIzz3KWueYjXYdKWREtpMMMthvyqnJunBATbzYkJDNk),2024-02-12 22.26.23.jpg (https://v5.airtableusercontent.com/v3/u/26/26/1709488800000/-yv_fbJmpIXTQw9G-cXF8w/qzRgfnSllotdoQ5opj1Tv6o5fcRdxeQt9HDVRMtmS46-4nsK5c2O6zUDB8kFRSH_J62ViI-oMTKHSbn1OH-cGEM_LRVOE_qm0M2WvfViVLL0Wa7Yjf3CEkPm41a7oDKPICZP8762ccXtmE_Uue9OREQ1Ng54CdAO_1VOvmgrRuY/E3hBLN3EEfJ7R5s15q2naKoApYrnQO7f6NJTdDy2dAU),2024-02-12 22.26.24.jpg (https://v5.airtableusercontent.com/v3/u/26/26/1709488800000/-UuUgxd9Qo-5T1AYvCzfZw/hEMMymNevR_rkNfuVXUXxfDH0nfHadvb8sj5MLR24sfhnAHeT8YwTKb-9dXg3PawuX6jlZ_3SYBKInGCdXWqeXeqaJuRaUc7VjPVc2_tNMidFH2etNG-89I1_crjzjm4JBSAib9iLPq_QAf9wo5_oeLCMvj9r5iIS6PcXFKprAU/PhkZzOL3H9WUlTEqY85tTR8kdtSEXOoOfO0UZ8q04bg),2024-02-12 22.26.35.jpg (https://v5.airtableusercontent.com/v3/u/26/26/1709488800000/WBiUeN8YvQTT7tCVG0biuQ/Jae49y08zoKWo0wEZqLdY6BsOT0P09CMd3Qs1EdXuPDX9pI5JW3YApbrDwpRy3DW7rSDOsJeHkiDody33H4gzqiFZPWUUlrK6mLrsF_zaLpqcinyRKd_6tP8XS324NsgCSKs3guOCYGhzTAgGcpAJ3v89o1l4ix4Xxdtr8LCiE0/WObhm8ANkwZ6LWUBaetAURs4m9SqdVzg6KvhQ9TUuCE),2024-02-12 22.26.56.jpg (https://v5.airtableusercontent.com/v3/u/26/26/1709488800000/YXON3lMRmGPlRTe3lHbxLA/sbkyNNUH_Y01ki-CEr5L1Zm_OQ156jOOzicPhcDUaBH_XyJn8RifX8VpqqH6Xg2RwbUOVbkS8rq_RxVkjuJ94EXaeCvZ7s2IfGMDCbZGMlKLBIAJWjk4Zs9HTc_0Jz2-0D-m2xh7cZwiAUUCgff3TnsjB1yuFtrJCLx44xmbXyQ/C6yTFNHtbx-QJ9wP-0_d8kpEg4K00D_wSlPeXV64yg8)","""□, □, □; □, □, □; ⊖, ↓, ⊖.jpg (https://v5.airtableusercontent.com/v3/u/26/26/1709488800000/CsznjQ8utUnag8o8nDHUCw/iG_f4aAiXHxKhMvePFZ7CKcun-czdRKPYv0vx05oqqikMcFP7hoLzv4_EfpxT_Ny5n8fI0SNOkj0zo8-Q12d40tTQz_YXFmQn_EKEKHwQl-UrBwpnGQ1eoVTd8P4ST1e/a0bhZ1ZD0SUBPXAq6sC1pxFp-ye5h0AGfDLzFQOIJcE)"",""□, □, □; □, □, □; ⊖, ↓, ⊖_1.jpg (https://v5.airtableusercontent.com/v3/u/26/26/1709488800000/eu8A8-lm7H0-e_U4aUL9qA/GxHpAK1MmdWZOC9yJOou4IClllFZHQpoQdkuLjHsRAsQaYaUMxyP8ILpi_8PdXUalluuc4PlDntjBeKw3dPoI62ljmYQI1UB7K7rOhct7VHe6oP19mVeR15iBlS3LRz1aTRnwRMCXjcGjNeNH1r5GA/dTHvAM0U7JNKU8XQl65pgXvxQ1yZu8mziByNiwkCFms)"",""□, □, □; □, □, □; ⊖, ↓, ⊖_2.jpg (https://v5.airtableusercontent.com/v3/u/26/26/1709488800000/16g1-D7QLTNVS9tFwzj3og/TQj4RY2A0EZGXLPEGiDxVezXtCCtijYxchOdxchRtsOgrvlFNYPALQBp2-nMkS60ocY385hxb2GRPrNg1ikcDEU_9KUGfDNh9klS5SHjSxpMoiiMV6so-Ttf1mmsJk_ZrM7pzH_bAZVFuOUf5uT2NA/wNRhwAuxyd2yElksk_y3KUzxOXI61EYckZkTOQfkkqo)"",""□, □, □; □, □, □; ⊖, ↓, ⊖_3.jpg (https://v5.airtableusercontent.com/v3/u/26/26/1709488800000/ELGFTSvfb2RBG11Rpt9cMw/Oz-_dsWJqcR2JN0y9Tms2I8QsKGZ5pbbPIf3ZfG_oh1p70qGgqm8Qq_B_wR3b2zSYBSPL2G-HDgN3aVWqQf3H9mP5-TZlKFAR0PRnJIuMdnd_PAd8mUsr73yhP4KttVvLmLuNTczxw5VEQnoP1wpaw/ZlnsJaJkJn_Pj8QZZAeDQqwAdjLev_jtn3udjkKsEPg)"",""□, □, □; □, □, □; ⊖, ↓, ⊖_4.jpg (https://v5.airtableusercontent.com/v3/u/26/26/1709488800000/zGxcU8C6DTrlqjyO3RuvBw/fvf39K4FTwkFZHJzZAv0CyzCkfFhimnXmknktT5n3CmGHcPh1W5-iGJh-0or92-RcU66AtI80y8wTotu2Z9k7e8evBHEvPF8QksrTTUM5AgnOyhftrd8sQ11hdd1DwX-tTeM3SP__qT8hW677R-M-w/CSMn4HTsYMKmow2cjQv7WM5Vd3DoxeXqWjTmG8Rzcgk)""","□, □, □; □, □, □; ⊖, ↓, ⊖",,□,□,□,,□,□,□,,⊖,↓,⊖,,,,,,white,Natural,PVC,,,,,double,"1,00",,
4,"image.jpg (https://v5.airtableusercontent.com/v3/u/26/26/1709488800000/KCdS3c6DAQtffTvohxVgJA/V07cL9HWZfoPl7ShHeJDwabQ5yPWyzSdn3rQHTFdGSQ5455L2Rrw_XgnYP979yoHf-9jikf9kkUJ6bqiS_PEE8l7w2S-sB9E-k5lRNhwj_IKyZbc3WkpsCTKEkD3C1W-aO121SRyTq7A4a3GjgqIOQ/dGyFGH6QHYKK4dqTx0ctai3dTgqSLLIe0MOEUuEtSnY),image.jpg (https://v5.airtableusercontent.com/v3/u/26/26/1709488800000/epTbhgKmhIlm15-nTXriGA/XMpxBV5fnEDEcxNcI8_r5pvpfSXzIID4TXB0G0SjgMgUc1wsBTCnZWVCjhA7c47-q3UmSyElO-9PjyPCkjWQzo-AEk_aFXpEdEkcOyHBZp5OPqYy_uS8oeeM4SB0XkBDgrSOlTwlf3xVs9LykhszcQ/h5FIl9xGNiItVsVwd63mMQgr8Vg8f5x5t6UUpL_8BB4),image.jpg (https://v5.airtableusercontent.com/v3/u/26/26/1709488800000/sjMz9s4zgYGOZyIX4ln0ww/nd7xhuy7BEoHwhOLJgr6kMxTMrsQkIQyuV_aCrV9K-ziFA-ZXD6KMqUwTF9UKCRbmsebr-rbuKOSfnDCSWb24o7PpsZII9aT8WCQtIsbpsoe9bBvFJTpnKko96nnVDl-kmkgfRSbKtinXnzbFVKuvg/SaeTFAc6SLo8KU2S7PeJG0keAl2NM40IJR29IPrhkms),image.jpg (https://v5.airtableusercontent.com/v3/u/26/26/1709488800000/b-GF-6F41u8dDIsgs8Z2iA/NeaKfFU8uq-nX5zQYFqYtEqOeWbo1RolidDYpPH9_2kJ1xkuGUGDjGz5wwuOF9RdNWnYeg8OG3-Tt3gmM_KkUa0mfnN-d2H9ofXzlZSD2z-JCaLxwDBnRuSgrGwk3HPD9h5PfXaUauSsWv9GNxInlQ/uq2PNskX5CFOl7OPYGPbs-yX_688UQmWESDtm72lI-A),image.jpg (https://v5.airtableusercontent.com/v3/u/26/26/1709488800000/yB0tItTV-rgSBvt-azfV8Q/P5-MU-dO4p98T7rDpThTI0rBZRfeooCLIds2aFZYtH6nb6RDuJI3_pko6jhvv6xDr6gqdj6deanAdKiqPNN7JgHZkqOq-iLb2I7XnynJlwqEST8aW7hDuP73yjm6XGl6B5AU7yeNApf_JNtwDA5nVg/ae8Bn7lWpfNckkeQgqEMwpVgFdCWO_rKwRSCwR-GM20)","""□, □; □, □.jpg (https://v5.airtableusercontent.com/v3/u/26/26/1709488800000/z_TBXU86ppAgWKWbYvjtgw/2WKQoO99JVdL47p9KyOC72qrDs3txGW8gnGzB00JJlzJixssxa3XHsST-XwHY393LLFhDqr71m8bnPT1Hw6Oo_gKVk-rYDSC112RCjN5u1zvmSvj-TDF5DTRaYmGMSs_/CTWrNYFZInxFDB3GEboeOGdQyXj7w8Sz9BbeMMaD854)"",""□, □; □, □_1.jpg (https://v5.airtableusercontent.com/v3/u/26/26/1709488800000/PN1p3_ZDgg_l-ejV5AQH9A/r3beZRKaDilCkxd4ymYF8QglPsi0-up64NTYD4P3lWEcFo0BN8ByZ_y0CLpz_m3gi0BhpRekF8acHXr6yZ0_KGZZJrb8KIFOYznIoUn9anwMoNvJfjaz8xHYBGDc2QhrrJN297CfE9qlspRq6ARgbg/C2v-OSE6LY70bfSWQlovxiKq9gLfhBW4Jh0x9bBCQO8)"",""□, □; □, □_2.jpg (https://v5.airtableusercontent.com/v3/u/26/26/1709488800000/rAofBB4LBkX74nCOHWzSuA/-1rgpwZGD-tcRiyTuMtWm5T_55iYzS0IOZJ5vwWDE98W_jveZ0OuXSgoRqPvf0adMgDbMYhFMOZZu3i8k4k9uDML1tr5aX27aElTKmwR3U2ehrC7nhSpUrsL8vVfSW2f3G3bj2UAxLzhk4u56mV4qg/UyPmP1NE1JsvqnSixYaxzQ9dS43umDzvxwd_F8_JUZk)"",""□, □; □, □_3.jpg (https://v5.airtableusercontent.com/v3/u/26/26/1709488800000/6IdODM77CuwPeCoo8ZJryg/4FHyEEsERxE_Ou7ejP7oQ6rSEfo5ohyRWqsNqaFHOfZcq3cbN18EoNoPAREGAXcjMTVU0VamC6X9H_DHXTx20IgtsVN1PRWb2XoRtWpZnEIbqyKm6PL0TjibR7pBj5PM9IR2HhAJkoxHJOLW1YsXBg/NvKeIP7y_mULOEc8fBxQoUf0bXQ2YacJ8NS01jUMnFs)"",""□, □; □, □_4.jpg (https://v5.airtableusercontent.com/v3/u/26/26/1709488800000/N9FRWtpSjJuHCI5X4-i8Gg/sCTLP9PT1taEtt6-2clgV9mh9jPH0G6BQbnoMJE6AcrXfSdaD39lvFamccbmjJjK3XDziZUvIh5jIN2XgZxewOUVFBBDNM4P56R-MnWlgs70Y4pYoKdw0FsJTgcmORD9UEJGDaIu92B87xi_3v4AAA/Q-08PIkZJ-2bmrNepFHXWxNGWHQcee733DCPm3X4Jcc)""","□, □; □, □",,□,□,,,□,□,,,,,,,,,,,white,Natural,PVC,,,,,double,,,
5,"IMG_6126.jpeg (https://v5.airtableusercontent.com/v3/u/26/26/1709488800000/Rz2MIjQ8_z46ILIlXT6gSw/vLL9rd77OP_m7oWGymkeiRHu6SBgbWiJC4pBI-k3u3bEFA_SvX2p0OLfL0rUsiMPGkH8Y4fwYEJcr_8LNoevmvXk8bsXm6etd8xyB7nFRGG8Y7Sr1-sLyyzjNxfUJqYkzu1-xfOWcotgXEWP_aZbkw/zsulMFYVI2QC_eWxV9cIYXd3hz3tQDZTtB48Ga-FKl4),IMG_6124.jpeg (https://v5.airtableusercontent.com/v3/u/26/26/1709488800000/0h6xoiESdKenEaYCYGz6PA/_Dy7YE-GyWflPry1CPTxucQkNRgVhfUA-a4BkGWEm3F_pMRBJTPbguy54_6jRxFGYmidVMWk8g5Pd7pdxFN02tEPUm5p-T5DcHH1tYsgTA9EiQjpD9UM3Tu2CUszYADhw23b5MNvUh5UcslHcIKufQ/UfD75hC_GCktNTaAI1VfAC892J4eKUpJwaxV82SI4ww),IMG_6125.jpeg (https://v5.airtableusercontent.com/v3/u/26/26/1709488800000/Fwvug0CCzgg9yt0IVfqq2A/FvWgz951vEtGu1H_LrW4jckn-ylGwt42qhXAXHtCMuzodahbJGDC6XB7gYZUVlZGLiyryiKamFhZF2MEvoWwEsgAZlu_Z_68M7uLwoS3eVpyXa-E3R6aGsjk3-NlXXaeU1nrxRXcr3_0-3ISr-e3gA/7tg3bOmGD3CHkAqa7w-EOl1vUPvDHhg4UFhVLmPE2hw),IMG_6127.jpeg (https://v5.airtableusercontent.com/v3/u/26/26/1709488800000/CxYUhqVgPQVFaAgud-ihUw/SY012JoNsCHEBcIXvHVZ2AagOwBZ1Sr6icVFNN4Q3j-npnwtgTEBZZ9u0HaxaRBrhkhWYObeSNmAeF3dJUpUJk1Bi7wkFSUQeibQwF1FOcVjx5o-FhnbNBhcezhQRcvlCiGWtgdoLuu5a42XXqM1Qg/7sC5XQSOttsou5cNU2p_Bc692Pl2FxEPsRg_GY4z7IA),IMG_6128.jpeg (https://v5.airtableusercontent.com/v3/u/26/26/1709488800000/YGbxNqx8lXgcNFRdm2UmKA/aeaJFO8q9pcDeygln8qX2XMG8zx_bLD0uS5KFlvNhKXwMFkF1oDRzDs7NUNe9rZTYQ-OtwXbY3wawHsgG5Sp-APJPbiL6ItvE32R8UgJzzo4OF4n1eFv6_NgaC6Q3XIjYsszmstikJNv-w9EVW2nTQ/CPyIJhPwYrZ0WlAaznFAkd202FIImRmOUjKNozp1skI)","""□, □.jpeg (https://v5.airtableusercontent.com/v3/u/26/26/1709488800000/bqvAHGxwAXKUGcoB-VZYgg/DHYY6HsxKxRD9KvQWXxtiFvxFvMxZ34FKZBz9Sb0T886lSAy4MP1tnFr9odMgnPYtpZ_t3vjuNzOelR1y2Y5geY1KN1B75Qm7QnQtQpFDlBehDlBF7EV4t7Pifs0HA6P/UIuOgRkuqTTd_StzAKIMnWS8thDXbLxHSkEcMqMKvWY)"",""□, □_1.jpeg (https://v5.airtableusercontent.com/v3/u/26/26/1709488800000/ZyhiCk0qcVA9rfgN5qMZrg/ZdRkSTwKKa10tt7ZgabSxIUbcn2eBPr0YZPcW7hjra0cpFlS5GTaYO1E0IG0xKj5wkkAzT_bpDbidiCPmPROKm8aSQn9uvcaubrNR3mJR7ktc_jcGqqBVvrhJxwh44opm5OILV_23rUa0LgxmnmAvg/cYxOsvugL5kdEash78hWeB_tC722qrSuXvXtCRduvY4)"",""□, □_2.jpeg (https://v5.airtableusercontent.com/v3/u/26/26/1709488800000/dpN3PR2pohgp_RRj8LQlqA/ORMQYjUxw0DrNIBIZ3BI0PHpIQd9KHjwD4jS-2t7EdsqUyL4SNHwByzpg9jM3VFwg8ulU_5VXMqFi994PK7tUTVukxs9OZUBRP3g7rcysX0Iq-WAmzqxuqxJCS8vEaJ_9TPeHkM1t-7D77lrjd_R7A/jAZ6ZiREeMbyL-3sdZCj7xSjj7BULRv8AooqcKCqlCs)"",""□, □_3.jpeg (https://v5.airtableusercontent.com/v3/u/26/26/1709488800000/pf86f0Ygro_0hIwQA3WErQ/Eamni0wMgUuVRlZb3aL9YRKodFXGFsWdH5E6elzKFGGS34tgjZ7XZvNNkROpG6fqT-zti1_q3dX_SKYG2MKElMDmMaflJxjqqTikT91aAkOBg-T-TjlzzCx-cXNVkxkbVjYgDkAzCrCkWyiF7BsFmw/s7h53_jsKx2RKST9iKNvuzWFkVYB8Tr7wIJ6oCc2hlk)"",""□, □_4.jpeg (https://v5.airtableusercontent.com/v3/u/26/26/1709488800000/JMfSIrl78rAfbzl77Bj3aw/rjgVCnROkuo0r0emNn1ooIuMgIe2U3txarEjQOgGj3KF_hqvrS_iSZ1CdIn4DjrA-i-zw23kZ2G71KWvbYzDODxTXqwpJLsv7pI9OcBmDK8iYeXYvqz1zcoT3_VSd__Du5qvPhfYFV7T4O8P3Pl80w/TfufjU_XVf_BDaZ3F086iuyMOaoJC1CiEpWrC7rkVnk)""","□, □",,□,□,,,,,,,,,,,,,,,white,Lacquer,Wood,,,,,double,"1,29","1,34","4,5"
6,"IMG_6131.jpeg (https://v5.airtableusercontent.com/v3/u/26/26/1709488800000/9_nME1vzWmzB6Ya06e1hXw/VRv5rvT_hS42a65FEIibkeWe-z44hVk_G2zj41Iug-JdSuXK7_BMq1UC8-7faN0JJ2VKRQ9n-Y0l7CpUiUdrhvmkB0SqjZSvEEsRpMUnjzsEUksrA5zGUR0_SdBg24woR-rcrXTQslhBfmt3ZBCb6A/kNmvNYJ7JG2zoz8T0mQSMk0sTO-jCjsWDbghpytPkG0),IMG_6133.jpeg (https://v5.airtableusercontent.com/v3/u/26/26/1709488800000/61vNbKxRqBuo1h0popYZHA/IHET__mygby27bTnxs5pe1VoUs1gG8TwE3UI2jF7xWaebs_thvzdcO1YY80eko4ao9WfLUFrDyTHmPUAupMBD7usqEg5p3sRUb8gqqN02-ph7bt2Kb8eE0jB--0_17Koit_BPllXr2AQVVErkr1--g/rtF-rFOGN_ef1oNHQ6kTDxhzfRNZGfwQAc3r1BFk15g),IMG_6132.jpeg (https://v5.airtableusercontent.com/v3/u/26/26/1709488800000/GDUb476x5k4gpKo6Evw2jA/JVRA44DR3kbR1mPAywDPJX8CLGgc_cRzd_v3XPSorJrK_F83ox3VJZhqQe0loxR_toutn3R1XYjOigpuBtpOKidmeBRip2JV_gAANPZztIgGHRgsW0Qm0Iue0W7OYS8HGCW1wc_GmzUVbxuVGNfHug/C-IS__VwKFAAoRGhvZUCjmxXtOeXo3PqzPw8_NNFUjo),IMG_6130.jpeg (https://v5.airtableusercontent.com/v3/u/26/26/1709488800000/RZEnnVUpwwcYabLxORzbzQ/gT2DX0qtdNZDGsYQpKatFWR6ZbXALiU4LupKZtzaLq0RLoy4JrJWts7nEziKLaKp5CQwIMqJF5yGMQ_SciNx9NqKAuuRP3ZBSlD6H9yakI-3W8e57QZ9x_3mRRGon-KZDRAFM75GWBykadprE61B2Q/alassNz9timlBg_448sHzHW9l_PVPylk0m-WjYqCZvc),IMG_6129.jpeg (https://v5.airtableusercontent.com/v3/u/26/26/1709488800000/qsCvW484kz1mQ4eA2ovmvg/CFFQVqfV_0uiIp5Q_q6NdYuBYltdn06x_G7MPeivxG1AOH8c7dZT81PCayFaU-net0gEA8hznDnr2s-e_4TcGmZhjhbn98bNBNVyHTkjtyJBVAi6AO_D2PaXg78onxp4sSM1nNXEsSOqoheWsztDRQ/KkafdyGenWK0VByvi4AST-M1aW_xRaqOUXT2vh5Qg6g)","""□, □.jpeg (https://v5.airtableusercontent.com/v3/u/26/26/1709488800000/aMVVji7GCebaF9FFROvMOA/MqESr-OaXMWeRnfpWYzeE1kIjjSr_dVm9oRbZYHIP13U3VdJsvoRTSyGaZ2iGdJb6_To2lCXp1R7y-3R8muoQZCVbu15_u7y6i8W3krApS9h4y6Ops9zO9WjyF16wY9E/EDMy-nFW58bMIa2fLs1Npplaroe4gocRjQgONvcd1Y4)"",""□, □_1.jpeg (https://v5.airtableusercontent.com/v3/u/26/26/1709488800000/C7XBPLvJJLLgeQlqq8V9Wg/7T6_sI6kbvjyFx1lgRhyp--rY8elUIPNB7tlRTPWCQehxQ2WT5yRgipx9rWEvTDFV3HpERQ_s6y-RI1LgVCpa-_6RO5WMT-FoMwOPu6B6no2zr-JHW2B9ZvJpIkDF4bxMVkYhUQV8VJBVAiEcKnUbg/qCJm83kq5sOUft2rLa0JhcMhh184gjpHxHvrBWlGOT4)"",""□, □_2.jpeg (https://v5.airtableusercontent.com/v3/u/26/26/1709488800000/xAY0k-_0wjqlzx1az3z42A/bKf2Cy6xZVgDO2PFOCugqZszLVQqby_QowJ0mhAdNduvFb2dA4y4MsS6YNfuNQLlO0-PMBuljym9Ess3kTYZryHJVC1KZ2-uXjaT1oyebkJ2v07ZN2VoPuvyj442kh_hyxMcFQCWQDp2B-rb9owcNA/uHivx09QCSw5Kd1coXmlJ49q8de1T_EwspU6HOcWJSQ)"",""□, □_3.jpeg (https://v5.airtableusercontent.com/v3/u/26/26/1709488800000/Wne2s5DKcvCmQ_2HYiWoqw/uA8mKhmBA22w7VSGXl9GqYHp1GKa_NALEH8osGvxm-r4-SM5mH6BnbAHfDksQ3Pbicl121_oDZqLjAyp_ejgHgMfo5rH5fwgjV96AeR7_8XQ7D7BzL6HobWuboGEW8k6l-C3HM2sdlj7IuS1O0t_lg/LSU9qsdDuhSdVYIkRPQ0wwwewdC9MS9UBqhUNQpr9Tc)"",""□, □_4.jpeg (https://v5.airtableusercontent.com/v3/u/26/26/1709488800000/ZKsA9BTLBew46EU_Ja9b0w/mxga52-nyTG_yXzVUPfQ-Xzd3ztQ-oB2wHDyxco4TVpmv6shVS-7ITWUVH75hwLx4wxYEG9a0R06a_U-Bspu1EO5EXSnrBgCOhSEaNcr0BXXwrNL5c3-SX4WnQ2xeb34hKRCGDopU7cynAVnV0t4fA/kul5rj6caRzd-yUK1Kbuy9oiCZkC9a2aL_MKP8IzhXc)""","□, □",,□,□,,,,,,,,,,,,,,,white,Lacquer,Wood,,,,,double,"1,36","2,37","5,5"
7,"IMG_6137.jpeg (https://v5.airtableusercontent.com/v3/u/26/26/1709488800000/MAN0SSSAcaHOE6zwKKebTw/D1jxgu3U3UYM0cnzVqsV8yeVsiYwJsaaKWH4E49UpL9PXChCvsfvpb2VDMtyNo0s2cuVCosXX0wu5waafIuKU5C_S1o25pYwTzdkjp9C3T0wIBb3ct_5wmMGbvsy1KciShHHnxKWV8rNVsM_fNQniQ/_oMAWeEihzgJlLWnSc-Obm7yhF0fPJGlirsmAttagBk),IMG_6135.jpeg (https://v5.airtableusercontent.com/v3/u/26/26/1709488800000/zfGxzXKqy9BffNxTnqLxHg/Jo3uTAZTx3xO2fa6NrDh6Wa1FLsRVjuYtLqtJrrzpjzGM3qBYMYbIuzm2l3XSW1PeD83BZdkojHoV8FuLYCx0NMpcuvbEHAfvmBRKY7G-8XxlSpXV7kOtZPS5Om86mq8g3b9BigI6sBDlHp2TRWlFA/6eHkMsBldcJXWYhW83hoTt-Qhylqxz25jwEE04GwuaQ),IMG_6134.jpeg (https://v5.airtableusercontent.com/v3/u/26/26/1709488800000/4ilBNFCyFGvw7P6g7cwb3A/cHThYQApV2hIRevp9dBrZuhE_tk7z1hnZB6QYuUqsnJQDsVD7w9T3015QZLWpCVGtq3CpbwCBbOS8dxjVXLUYuDOCSyQ6sWhlWKEhFXT2wMzdzNPOBJao7sJvXbuTGCLGqgdfFatK2wrflaqut08PA/rpdA7Dxb0tixhWDMpEB8LwXRivCJAfmm3thPgFuFfjg),IMG_6138.jpeg (https://v5.airtableusercontent.com/v3/u/26/26/1709488800000/2Ye0wjw-QeQs5RZHXezb9w/tSmc9FNXNoUKEro_xHBbQuQ032itWSZop455T-QXJGR_ieT6F62Roy6FuVL6nxhmTP4eembYabpqv_mOtqxga9BK1CG--_bVNySocF3nx_z0uYftj9RujlfQiQ7THD9-JBVS3rr-PqWCXylLoO1Yew/gBAirbVO1uhHEsfuWe0dc1KdvhZpqNKoZVjnNO8iC90),IMG_6136.jpeg (https://v5.airtableusercontent.com/v3/u/26/26/1709488800000/nLOasdfN0UCwIIeWLO04vQ/6RokV-fP3aerOy-UXRWHuF7Yc31m5REPAZ-DkBIpkhuRBtmSLIU-YUBVOiROFynusDtWJzVkxVYj-bf0LfG2NSg-O-pLOf31hXgBrRWMM0NHngsAZvwOoVg87NfeLeP6Vj5jHVb0VyTGPWRyqgyBXQ/MvqZlL7rWrR4yh0s-104PXUN9otmCFdqR5DouZ6yef4)","""□, □.jpeg (https://v5.airtableusercontent.com/v3/u/26/26/1709488800000/zRBBJNfbNOS-S3OjfyGaIQ/WNPy4lGBFnqhtpRsQP7db77-nDeywA94vJMrODhPIQ4i7ntiw2_tUMh5ROugtobt2Y-8cPcLJkmokP3fSwSQjamueETdQ_YcSiiI8TrKD4QdtR0rZmJqplmsGAgnZO_h/El7QyszhjmLYZWbJXwha0pKMuvx1xDxIuXyuotHZqgQ)"",""□, □_1.jpeg (https://v5.airtableusercontent.com/v3/u/26/26/1709488800000/xv4w_3gwLHEA8VT51YoEgQ/blJR6oiUD0wVYOB18u6sMFXDLyqHdhQC35tPDTJy7FNH8EU74fy2UbThtMaI47BvuY6IeIQ5k06oCyUj6xzAUT6kC_DvZB-51zwBenayG9dDwzMqDeUSHrlyui81bkz1Qo6rCbXcmSKnNIjDLT1v-A/iQLReKFttrIx8lgrc8qL_Meh3mX2aXqbZWqmafmYqlU)"",""□, □_2.jpeg (https://v5.airtableusercontent.com/v3/u/26/26/1709488800000/itHlUfL_sPEOMQiwoSUjuw/nzeSBp-ocWlkwu-XKlBjirYsbxwMOeZMOY4aBanoBFpqtbfFlN7g-cPQIMIcR0snBbb_b0I-kz4zTPbILnpvxe-yIg3q3dPkv33Un9xVZyt2T6UQmJu3GWONSTlb0XMlaI0vTnECTepAGHDehQdFAg/NMDZCmOeQLla6_bldFCEoGuWFjERoG4qllfJUsWz2y4)"",""□, □_3.jpeg (https://v5.airtableusercontent.com/v3/u/26/26/1709488800000/Qtf_nD9BM0oUb0_Cz56XYQ/YxbomFA7dZbBCEpg-G8BXjP5cT09oEyvInQ7sdvsIDoq_X4lXDGSik65hxu8UezBxfqUJI6b7fbYYeRO53Pfzzl1wZKA5inC6K0wTbu8_aHxszUW8vCX80THskAMTsR7oLnnRNF2hIQSM4jCUAgGiA/W_0zc6M1h75BQdK8wh7hjtIGp5XnhXxb_JwFiPWk_EA)"",""□, □_4.jpeg (https://v5.airtableusercontent.com/v3/u/26/26/1709488800000/d5RiUjCMwOKu2kZTTxkmdA/kVJ1lWOqm1qXAaeevzOgXHSB27El6c1FIkWtFky5zzBTTZnSlPeugs38n12zDLK-H8cQEzfobZMo_7ue9Amh3XUVYywWNDl8c1DDAIF1pKL29RheV2IYLPvcrAFEDep_sAsbtK0bahOjzTlk9hK1ow/GfNjydFK8c5_g3IQG8JIHa9VXc3368j_6tVAwYZKvYM)""","□, □",,□,□,,,,,,,,,,,,,,,white,Lacquer,Wood,,,,,double,"1,39","1,45","4,0"
